Name,Category,Brand,Selling Price,MRP,Discount,Discount.1,Ratings,Details,No_of_ratings,No_of_reviews
LG 260 L Direct Cool Double Door 3 Star Convertible Refrigerator,Refrigerator,LG,39999,42899,0.06,0.067600643,4.4,['Smart Inverter Compressor' 'Built-in Stabilizer' 'Manufacturer Warranty: 01 year on product'],14,0
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Whirlpool,23790,32200,0.26,0.261180124,4.1,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool'],9,0
Haier 278 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Haier,26350,35500,0.25,0.257746479,3,['Inverter' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From Haier'],4,0
Haier 345 L Frost Free Double Door 3 Star Convertible Refrigerator,Refrigerator,Haier,38490,68100,0.43,0.434801762,3.7,['INVERTER Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier'],3,0
SAMSUNG 255 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Samsung,21700,25990,0.16,0.165063486,4.2,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],9,0
SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator,Refrigerator,Samsung,16999,20990,0.19,0.190138161,5,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],4,0
LG 190 L Direct Cool Single Door 1 Star Refrigerator,Refrigerator,LG,14390,15699,0.08,0.083381107,3,['RECIPROCATING COMPRESSOR' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 5 Years on Compressor from LG'],4,0
Haier 235 L Frost Free Double Door 3 Star Refrigerator,Refrigerator,Haier,26690,34550,0.22,0.227496382,4,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From Haier'],3,0
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,Refrigerator,Whirlpool,15690,19400,0.19,0.191237113,4,['Normal' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool'],3,0
Haier 320 L Frost Free Double Door 2 Star Refrigerator,Refrigerator,Haier,39000,48600,0.19,0.197530864,3.5,['Reciprocatory Compressor' 'Built-in Stabilizer' '1  Year Warranty on Product and 10 Years Warranty on Compressor from Haier'],4,0
SAMSUNG 198 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,Refrigerator,Samsung,18500,21990,0.15,0.158708504,4,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor'],9,0
Whirlpool 185 L Direct Cool Single Door 1 Star Refrigerator,Refrigerator,Whirlpool,13040,16450,0.2,0.207294833,4.3,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool'],4,0
Jocoto B1580_D20 PRO MULTI SPORTS BLUETOOTH SAMRT WATCH WHITE(PACK OF 1) Smartwatch,Smart_watch,Jocoto,534,1599,0.66,0.666041276,3.3,['Touchscreen' 'Fitness & Outdoor'],3,0
Longan A1 Smart Watch - Mini Phone - Support Sim/Memory Card/Camera/Voice Calling Smartwatch,Smart_watch,Longan,999,2000,0.5,0.5005,3,['With Call Function' 'Touchscreen' 'Fitness & Outdoor'],7,0
Fusion Tech ID116plus better quality bluetooth watch Smartwatch,Smart_watch,Fusion,599,1449,0.58,0.586611456,3.8,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' '**ALERT NOTE: Other sellers are selling this same product by copying our brand name STYBITS and providing cheap quality at cheap prices . Please make sure that you select STYBITS seller name before placing your order as we ensure quality and original product before delivering them. Please select STYBITS by clicking view more sellers as we got lots of customer complaints who ordered from other seller regarding cheap product quality.'],16,0
Jocoto A118 D18_ MAX FITNESS TRACKER MULTI FACES SMART WATCH BLACK (PACK OF 1) Smartwatch,Smart_watch,Jocoto,599,1699,0.64,0.64743967,3.3,['Touchscreen' 'Fitness & Outdoor'],3,0
ZEPAD SMART WATCH FOR BOYS & GIRLS Smartwatch,Smart_watch,ZEPAD,899,1999,0.55,0.550275138,3.7,['With Call Function' 'Touchscreen' 'Watchphone Notifier Health & Medical Safety & Security' 'Battery Runtime: Upto 2 days' 'NA'],18,0
TECHEMPIRE ID116plus smartband for boys&girls Smartwatch,Smart_watch,TECHEMPIRE,590,1500,0.6,0.606666667,3,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days'],4,0
HK Gauri Singari Smart watch I7 Hiwatch promax full touchscreen for boys and girls watch Smartwatch,Smart_watch,HK,1399,4999,0.72,0.720144029,4.2,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Safety & Security'],5,0
Turet Kids Phone with GPS Locator - Goldfish Kids' Smartwatch,Smart_watch,Turet,5499,5999,0.08,0.083347225,3.2,['With Call Function' 'Touchscreen' 'Safety & Security' 'Battery Runtime: Upto 2.5 days' 'Manufacturing Defect'],17,0
REEBOK ActiveFit 1.0 Smartwatch,Smart_watch,REEBOK,2999,7499,0.6,0.600080011,4,['Touchscreen' 'Fitness & Outdoor'],18,0
Shree Sangarah ID116plus smartband for boys&girls Smartwatch,Smart_watch,Shree,598,1499,0.6,0.601067378,3.4,['Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 15 days' '**ALERT NOTE: Other sellers are selling this same product by copying our brand name Shree Sangarah and providing cheap quality at cheap prices . Please make sure that you select Shree Sangarah seller name before placing your order as we ensure quality and original product before delivering them. Please select Shree Sangarah by clicking view more sellers as we got lots of customer complaints who ordered from other seller regarding cheap product quality.'],29,0
Jocoto D1923(A1) PLUS STEP COUNT BLUETOOTH SMART WATCH BLACK (PACK OF 1) Smartwatch,Smart_watch,Jocoto,649,1499,0.56,0.567044696,3.4,['Touchscreen' 'Fitness & Outdoor'],8,0
Bashaam A804_A1 ADVANCE STEP COUNT BLUETOOTH SMART WATCH BLACK(PACK OF 1) Smartwatch,Smart_watch,Bashaam,590,1599,0.63,0.631019387,3.7,['Touchscreen' 'Fitness & Outdoor'],3,0
FIT FOREST GRACEFULLY CRAFTED I7ProMax For Men & Women (BLACK Free Size) Smartwatch,Smart_watch,FIT,849,1999,0.57,0.575287644,3,['With Call Function' 'Touchscreen' 'Fitness & Outdoor' 'Battery Runtime: Upto 10 hrs'],4,0
Ykarn Trades AW300/ ID116 PLUS HEART RATE SLEEP TRACKER BLUETOOTH SMART WATCH(PACK OF 1) Smartwatch,Smart_watch,Ykarn,529,1499,0.64,0.647098065,4.2,['Touchscreen' 'Fitness & Outdoor'],5,0
markif DIGITAL SMART WATCH WITH SIM CARD SLOT (GOLD) Smartwatch,Smart_watch,markif,784,2559,0.69,0.693630324,3.3,['With Call Function' 'Touchscreen' 'Watchphone' 'Battery Runtime: Upto 2 days'],24,0
gazzet 4G Calling mobile -4G watch with bluetooth-Smartwatchs Smartwatch,Smart_watch,Gazzet,834,1299,0.35,0.357967667,3.1,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Watchphone'],22,0
MECKWELL Regular fitness band D18 Smartwatch,Smart_watch,MECKWELL,664,999,0.33,0.335335335,2.1,['Touchscreen' 'Fitness & Outdoor Notifier Safety & Security Watchphone' 'NA'],8,0
GIONEE UFIT 6 Smartwatch,Smart_watch,GIONEE,3099,6999,0.55,0.55722246,2.9,['Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Safety & Security Watchphone' 'Battery Runtime: Upto 15 days' '1 Year Warranty on Smartwatch and 6 Months Warranty on Strap'],14,0
GARMIN Venu Sq Music Smartwatch Advanced Sleep Monitoring Upto 6 Days Battery SPO2 Smartwatch,Smart_watch,GARMIN,20990,25990,0.19,0.192381685,4.4,"[""On-the-wrist health and wellness monitoring doesn't get more thorough than this."" 'Leave the phone at home. Your favorite music and playlists are right on your watch.' 'Run walk bike golf - choose from more than 20 preloaded sports apps.' 'Let the watch plan workouts for you including yoga strength cardio even Pilates.' 'Bright color display and up to 6 days of battery life? Yep - two more reasons to love this watch.' 'With Call Function' 'Touchscreen' 'Notifier Fitness & Outdoor' 'Battery Runtime: Upto 6 days' '1 year']",21,0
SCHN T500 Fitness Smartwatch For all Smartphones Smartwatch,Smart_watch,SCHN,749,1499,0.5,0.500333556,3.3,['With Call Function' 'Touchscreen' 'Fitness & Outdoor'],7,0
HiWatch watch Smartwatch,Smart_watch,HiWatch,1139,5999,0.81,0.810135023,3.3,['With Call Function' 'Touchscreen' 'Fitness & Outdoor Health & Medical Notifier Watchphone'],8,0
OnePlus Y1S Pro 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV,TV,OnePlus,39999,49999,0.2,0.200004,4,['Operating System: Android' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel Provided by the Manufacturer from the Date of Purchase'],19,0
Hisense A6H 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control Dolby Vi...,TV,Hisense,27999,44990,0.37,0.377661703,3.9,['Operating System: Google TV' 'Ultra HD (4K) 3840 x 2160 Pixels' '2 Years Warranty on Product and Panel'],18,0
Hisense A6H 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control Dolby Vi...,TV,Hisense,38990,59990,0.35,0.350058343,3.9,['Operating System: Google TV' 'Ultra HD (4K) 3840 x 2160 Pixels' '2 Years Warranty on Product and Panel'],18,0
LG 81.28 cm (32 inch) Full HD LED Smart TV,TV,LG,22050,31490,0.29,0.299777707,4.8,['Full HD 1920 x 1080 Pixels' '1 Year Warranty on Product'],4,0
SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,35490,54900,0.35,0.353551913,4.3,['Netflix|Disney+Hotstar|Youtube' 'Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '20 W Speaker Output' '60 Hz Refresh Rate' '3 x HDMI | 1 x USB' '1 Year Comprehensive Warranty on Product.'],15,0
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV,TV,Samsung,32900,57720,0.43,0.43000693,5,['Operating System: Tizen' 'Full HD 1920 x 1080 Pixels' '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel'],4,0
SAMSUNG 7 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,46280,69900,0.33,0.337911302,5,['Netflix|Disney+Hotstar|Youtube' 'Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '20 W Speaker Output' '60 Hz Refresh Rate' '3 x HDMI | 1 x USB' '1 Year Comprehensive Warranty on Product.'],6,0
SONY 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,TV,SONY,96500,164900,0.41,0.414796847,5,"['Operating System: Android' 'Ultra HD (4K) 3840 Ã— 2160 Pixels' ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]",3,0
SAMSUNG 9 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,46890,62900,0.25,0.254531002,4.1,['Netflix|Disney+Hotstar|Youtube' 'Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '20 w Speaker Output' '60 Hz Refresh Rate' '3 x HDMI | 2 x USB' '1 Year Comprehensive Warranty on Product.'],10,0
SAMSUNG 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,TV,Samsung,62990,99990,0.37,0.370037004,4,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel'],9,0
Lloyd 80 cm (32 inch) HD Ready LED Smart TV,TV,Lloyd,16990,25990,0.34,0.346287033,4.8,['HD Ready 1366*768 Pixels' 'COMES WITH 2 YR WARRANTY'],4,0
SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,33690,49972,0.32,0.325822461,4.2,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel'],11,0
SAMSUNG 6 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,TV,Samsung,54990,82400,0.33,0.332645631,5,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel'],3,0
LG C9 138 cm (55 inch) OLED Ultra HD (4K) Smart WebOS TV,TV,LG,149999,229990,0.34,0.347802078,4.6,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.'],13,0
TCL P2MUS 163.8 cm (65 inch) Ultra HD (4K) LED Smart Android Based TV,TV,TCL,79999,149900,0.46,0.466317545,4,['Operating System: Android Based' 'Ultra HD (4K) 3840 x 2160 Pixels' '18 Months'],3,0
LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart TV,TV,LG,38990,59490,0.34,0.34459573,4.2,['Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module'],5,0
SAMSUNG 8 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,46900,54900,0.14,0.14571949,4.3,['Netflix|Disney+Hotstar|Youtube' 'Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '20 w Speaker Output' '60 Hz Refresh Rate' '3 x HDMI | 2 x USB' '1 Year Comprehensive Warranty on Product.'],18,0
SAMSUNG 139 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,TV,Samsung,76970,134900,0.42,0.429429207,4.6,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel'],11,0
Lloyd 80 cm (32 inch) HD Ready LED Smart Android TV,TV,Lloyd,15999,29990,0.46,0.466522174,4.1,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel'],7,0
LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,TV,LG,114990,229990,0.5,0.50002174,4.9,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on Panel/Module from the date of purchase.'],15,0
SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV,TV,Samsung,35900,45990,0.21,0.219395521,4.5,['Operating System: Tizen' 'Full HD 1920 x 1080 Pixels' '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel'],4,0
SAMSUNG Q70RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,TV,Samsung,128999,169900,0.24,0.240735727,4.6,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive and 2 Year Additional on Panel from Samsung'],13,0
SAMSUNG 7 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,57800,79400,0.27,0.272040302,3,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive Warranty on Product.'],3,0
LG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,TV,LG,68490,79990,0.14,0.143767971,4,['Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module'],4,0
Hisense A6H 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control Dolby Vi...,TV,Hisense,109990,150000,0.26,0.266733333,3.9,['Operating System: Google TV' 'Ultra HD (4K) 3840 x 2160 Pixels' '2 Years Warranty on Product and Panel'],18,0
LG 109.22 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV,TV,LG,35790,57990,0.38,0.382824625,4.6,['Operating System: WebOS' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module'],14,0
Lloyd 80 cm (32 inch) HD Ready LED Smart Android TV,TV,Lloyd,15200,29990,0.49,0.493164388,4.1,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel'],7,0
Akai 60 cm (24 inch) HD Ready LED TV,TV,Akai,7990,15990,0.5,0.500312695,4.2,['HD Ready 1366*768 Pixels' '1 Year Comprehensive Warranty'],5,0
Haier Google Certified Android 9.0 105 cm (42 inch) Full HD LED Smart Android TV,TV,Haier,27990,43990,0.36,0.363719027,4.7,['Netflix|Youtube' 'Operating System: Android' 'Full HD 1920 x 1080 Pixels' '20 W Speaker Output' '60 Hz Refresh Rate' '3 x HDMI | 2 x USB' '1 Year Manufacturer Warranty'],14,0
SONY 139 cm (55 Inch) Ultra HD (4K) LCD Smart Google TV,TV,SONY,77365,129900,0.4,0.404426482,3.7,"['Operating System: Google TV' 'Ultra HD (4K) 3840 x 2160 Pixels' ""1 year Comprehensive warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service.""]",3,0
iMEE Elite 80 cm (32 inch) HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star),TV,iMEE,11999,19999,0.4,0.400020001,3.2,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Warranty from the Date of Purchase'],6,0
SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,TV,Samsung,159500,234900,0.32,0.320987654,4.1,['Operating System: Tizen' 'Ultra HD (4K) 3840 x 2160 Pixels' '1 Year Comprehensive and 1 Year Additional on Panel from Samsung'],7,0
SAMSUNG 4 80 cm (32 inch) HD Ready LED TV,TV,Samsung,13633,29900,0.54,0.544046823,3.8,['HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty and 1 Year Additional Warranty on Panel'],9,0
Panasonic 108 cm (43 inch) Ultra HD (4K) LED Smart TV,TV,Panasonic,35399,56990,0.37,0.37885594,3.7,['Ultra HD (4K) 3840 * 2160 Pixels' '1 Year on product'],3,0
Sansui Prime Series 80 cm (32 inch) HD Ready LED Smart Android Based TV,TV,Sansui,14499,20990,0.3,0.309242496,4.1,['Operating System: Android Based' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty on Product and Additional 1 Year on Panel'],8,0
Sansui 80 cm (32 inch) HD Ready LED Smart Android TV,TV,Sansui,15599,20990,0.25,0.256836589,4.8,['Operating System: Android' 'HD Ready 1366 x 768 Pixels' '1 Year Comprehensive Warranty'],5,0
Haier 6.5 kg Fully Automatic Front Load with In-built Heater Grey,Washing_Machine,Haier,27490,37857,0.27,0.273846316,4.7,['1000 RPM Max Speed' '5 Star Rating' '2 years on product 12 years on motor'],3,0
IFB 11 kg Fully Automatic Top Load with In-built Heater Grey,Washing_Machine,IFB,32850,38990,0.15,0.157476276,4,['720 rpm Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty on Product 10 Years Warranty on Motor and 10 Years Spares Support'],3,0
LG 7 kg Wifi Fully Automatic Front Load with In-built Heater Black,Washing_Machine,LG,33890,44990,0.24,0.246721494,4.2,['1200 rpm Max Speed' '5 Star Rating' '2 Years Warranty on Product and 10 Years Warranty on Motor (T&C)'],17,0
Voltas Beko 7 kg Semi Automatic Top Load White,Washing_Machine,Voltas,8890,12990,0.31,0.315627406,4.3,['1350 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive'],15,0
Godrej 7 kg Fully Automatic Front Load with In-built Heater Silver,Washing_Machine,Godrej,32290,44500,0.27,0.274382022,5,['1200 rpm Max Speed' '2 Years Warranty on Product and 10 Years on Motor'],4,0
Voltas Beko 8 kg Semi Automatic Top Load Red,Washing_Machine,Voltas,12800,18490,0.3,0.30773391,4.2,['1450 RPM Max Speed' '5 Star Rating' '5 Years International Warranty'],21,0
SAMSUNG 7 kg Fully Automatic Front Load with In-built Heater Black,Washing_Machine,Samsung,34000,43700,0.22,0.221967963,4.5,['1200 rpm Max Speed' '5 Star Rating' '2 years comprehensive warranty on the product 20 years warranty on the DIT Motor'],12,0
Panasonic 7 kg Semi Automatic Top Load Blue,Washing_Machine,Panasonic,11590,13900,0.16,0.16618705,4.6,['1349 RPM Max Speed' '5 Star Rating' '2 Years Warranty on Product and 5 Years on Motor'],16,0
IFB 6 kg Fully Automatic Front Load with In-built Heater White,Washing_Machine,IFB,23990,26990,0.11,0.111152279,4.3,['800 RPM Max Speed' '5 Star Rating' '4 Years Comprehensive Warranty and 10 Years Spare Part Support from IFB'],6,0
Lloyd 7 kg Semi Automatic Top Load White Grey,Washing_Machine,Lloyd,10999,14090,0.21,0.219375444,4.4,['600 rpm Max Speed' '2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd'],20,0
Whirlpool 6.5 kg Fully Automatic Top Load with In-built Heater Grey,Washing_Machine,Whirlpool,21300,25450,0.16,0.163064833,4.4,['740 RPM Max Speed' '5 Star Rating' '2 Years Comprehensive Warranty and 10 Years Warranty on Motor Wash Plate from Whirlpool'],9,0
Samsung AirDresser with JetSteam | Sanitize and refresh clothes | Crystal Mirror Black,Washing_Machine,Samsung,109090,127000,0.14,0.141023622,3,['0 RPM Max Speed' '1 Year on Product from Samsung'],4,0
Lloyd 12 kg Semi Automatic Top Load Grey,Washing_Machine,Lloyd,16948,25190,0.32,0.327193331,4.3,['1300 RPM Max Speed' '5 Star Rating' '2 years on product 5 years on motor'],9,0
SAMSUNG 7.5 kg Semi Automatic Top Load Grey Red,Washing_Machine,Samsung,12490,15600,0.19,0.199358974,4.1,['740 rpm Max Speed' '5 Star Rating' '3 Years Warranty on Product and 10 Years Warranty on Digital Inverter Motor'],7,0
